credito,genero,educacao,estado_civil,idade,pgto_set,pgto_ago,pgto_jul,pgto_jun,pgto_mai,pgto_abr,fatura_set,fatura_ago,fatura_jul,pgto_amt_set,pgto_amt_ago,pgto_amt_jul,pgto_amt_jun,pgto_amt_mai,pgto_amt_abr,Y
50000,1,1,2,26,0,0,0,0,0,2,44838,45894,47121,1769,1996,1800,4603,0,1486,0
50000,2,2,1,39,0,0,0,0,0,0,42822,43872,25400,2000,2000,1000,2000,2000,2000,0
90000,1,2,2,31,0,0,0,0,0,0,34704,36426,35387,3000,1549,2000,2000,2000,1000,0
70000,1,3,1,47,0,0,2,2,0,0,62080,67523,68334,6874,2030,0,1866,1878,1909,0
180000,2,3,1,43,-1,-1,-1,-1,-1,-1,1473,22969,27315,22969,27392,13315,9000,12800,9460,0
30000,2,2,2,26,0,0,2,2,-1,2,8009,10181,10064,2316,199,0,1150,0,0,0
90000,2,2,1,33,0,0,0,2,2,2,76395,79168,84904,4000,8000,5348,3700,3128,0,0
260000,1,1,1,40,-1,-1,-1,-1,-1,-1,524,248,552,248,552,0,80,121,219,0
30000,2,2,1,51,0,0,0,0,0,0,16883,17909,18920,1303,1314,691,713,718,742,0
470000,1,1,1,38,0,0,0,0,0,0,156454,152017,153651,5526,5484,5504,5655,9471,5269,0
140000,2,2,2,34,0,0,2,2,2,0,27098,29832,29354,3485,300,2038,0,1100,2570,0
60000,2,2,1,36,0,0,0,0,-1,0,57262,27275,22095,5816,1000,5000,12217,8000,1100,0
450000,2,1,1,46,-1,-1,-1,-1,-1,-1,28205,3760,4148,3793,4148,2312,6909,4189,1539,0
500000,2,2,2,36,-2,-2,-2,-2,-2,-2,11168,9287,9963,9287,9963,17223,7645,16079,11288,0
30000,1,1,2,24,-1,-1,-1,-1,-1,-1,8217,3000,0,5000,0,504,300,500,1000,0
120000,2,1,1,39,0,0,0,0,0,-1,51662,30285,24879,10000,6000,5000,7553,14587,1706,0
150000,2,1,2,38,-1,-1,-2,-2,-2,-2,675,0,0,0,0,0,0,0,0,0
30000,1,2,1,39,1,2,2,0,0,2,22595,24928,24230,3000,0,3000,2327,0,1200,1
40000,2,2,2,24,0,0,0,0,0,0,38221,34975,19606,3107,3000,2000,2000,2000,0,0
200000,2,1,2,29,-2,-2,-2,-2,-2,-1,390,390,192,390,192,140,0,1727,287,0
80000,2,3,1,46,2,0,0,0,-1,-1,58934,52253,34721,2254,2086,19,9346,7319,1352,1
110000,1,1,2,33,0,0,0,0,0,0,111249,111480,64237,4000,2800,2200,2200,3000,2000,0
180000,2,3,1,56,-1,-1,-1,-1,-1,-1,440,440,440,440,440,440,440,440,440,0
220000,2,1,2,36,-1,-1,-1,-1,-1,-2,4952,1734,819,1734,827,3750,0,0,0,0
500000,2,2,1,34,0,0,0,0,0,0,60278,56247,46940,1745,1635,2000,3450,3000,2000,0
30000,2,3,1,35,0,0,0,0,0,0,23697,20523,20762,3000,3102,3008,3136,1103,0,0
20000,1,2,1,47,-1,2,-1,0,-1,-1,8424,4310,16990,0,16990,0,4350,3180,780,0
80000,1,4,2,30,0,0,0,-2,-2,-2,59292,13943,0,5009,0,0,0,0,0,0
120000,2,1,2,34,0,0,0,0,0,0,67253,31954,16991,1954,1991,3730,9076,4134,497,0
140000,1,1,2,35,-2,-2,-2,-2,-2,-2,2000,0,0,0,0,0,0,0,0,0
20000,2,2,1,47,3,2,2,2,2,2,17772,18487,17892,1300,0,1700,1000,0,850,1
80000,2,2,1,47,0,-1,-1,-2,-2,-2,7345,4596,0,4596,0,0,0,0,0,0
90000,2,2,1,49,-2,-2,-2,-2,-2,-2,316,714,1443,714,1443,13982,4105,1765,2000,0
60000,1,1,2,23,0,0,0,0,0,0,59318,54553,51323,2065,1597,1473,1521,1538,1521,0
60000,1,3,1,33,0,0,0,0,0,0,59615,59570,60851,2300,2317,2500,1100,1300,1198,0
220000,2,3,1,50,-2,-2,-2,-2,-2,-2,612,10612,2225,10612,2225,4782,5286,12287,416,0
100000,2,2,1,49,-2,-2,-2,-2,-2,-2,1261,1261,1261,1261,1261,390,390,390,0,0
360000,1,1,2,29,-1,-1,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,0
10000,2,2,1,22,-1,-1,-1,0,0,0,390,390,9159,390,9159,700,279,1000,800,0
230000,2,2,1,30,0,0,0,0,0,0,218495,223270,227807,8270,8366,6012,9474,6962,24338,0
90000,2,3,1,25,0,0,0,0,0,0,80603,73487,70581,2827,2370,2300,2300,2700,2700,0
80000,2,3,2,54,0,-1,-1,0,0,0,60980,1541,4822,1541,4822,324,500,700,500,0
30000,1,2,2,25,-2,-2,-2,-2,-2,-2,836,836,390,836,390,390,390,0,780,0
70000,1,2,2,32,0,0,0,0,0,0,66982,68817,60607,3036,2264,858,797,814,2003,0
230000,2,2,1,33,1,-2,-2,-1,-1,-2,0,0,0,0,0,1990,0,0,0,0
90000,1,2,2,28,2,0,0,0,0,0,33382,35526,37513,3000,3000,3000,10000,3000,2000,0
90000,1,1,1,29,0,0,0,0,0,0,82410,85150,81812,8000,3000,3100,3000,3000,2500,0
50000,2,2,1,39,-1,2,2,2,0,0,23912,23242,25451,0,2600,0,918,921,1127,0
130000,2,1,2,30,2,0,0,2,0,0,112822,115526,123658,4527,10122,1,4355,8918,0,1
190000,1,2,1,44,0,0,0,0,0,0,197494,194913,192896,7200,8000,4100,4000,5000,7000,0
160000,2,2,1,45,-1,-1,-1,-1,-1,-1,19477,10477,7396,10528,7433,5245,17053,1647,30028,0
310000,2,1,1,34,-1,-1,-1,0,-1,-1,455,455,1415,455,1415,0,883,1033,883,0
50000,2,3,1,36,0,0,0,0,0,0,44449,35238,37551,2500,11000,600,500,502,521,0
80000,1,2,2,26,-1,0,0,0,0,0,2159,4132,5949,2000,2002,2005,15,523,0,0
260000,2,1,1,52,2,2,2,2,-1,-1,150,150,150,0,0,0,2500,0,0,1
50000,1,1,2,26,-1,2,2,-1,0,-1,5713,5406,-978,0,0,1956,0,626,0,0
80000,2,1,2,23,1,2,0,0,2,0,32337,31543,32141,0,1659,4000,0,1000,25000,0
50000,1,2,2,24,0,0,0,0,0,0,23553,21507,17827,1700,2000,500,500,500,1000,0
50000,1,3,1,44,0,0,0,0,0,0,49996,50386,24565,1596,1291,695,668,654,637,0
720000,2,1,1,45,0,0,0,0,0,0,125529,112933,105582,8019,8043,10092,3020,2591,10081,0
210000,1,3,2,34,-1,-1,-1,-1,0,0,862,1136,1511,1144,1515,54409,30000,3759,435,0
100000,2,2,1,29,2,2,0,0,2,2,75242,73482,76628,0,5000,7000,2500,4000,0,1
50000,1,3,1,49,1,2,0,0,0,0,36728,35835,32092,36,1833,1322,2000,1358,3446,0
240000,2,2,1,39,-2,-2,-2,-2,-2,-2,11958,0,0,0,0,0,0,0,0,0
180000,1,2,1,43,0,0,0,0,0,0,171992,175427,150965,6099,4427,1949,2007,2030,2000,0
200000,2,2,1,28,-1,-1,-1,-1,-1,-1,3099,3174,0,3174,0,3239,0,500,0,0
130000,1,1,1,47,2,2,2,2,2,2,115704,117277,118814,4900,5000,4503,4605,4400,4204,1
160000,1,3,1,48,0,0,0,-2,-2,-2,156197,102650,0,4700,0,0,0,0,0,0
360000,1,2,1,63,1,-2,-1,-1,-1,-1,-3,-3,590,0,593,0,2172,3545,0,0
20000,2,3,1,47,0,0,0,-1,-1,-2,8152,7268,3699,1125,1000,780,0,0,0,0
310000,1,3,1,32,0,0,0,0,0,0,172772,152397,110375,8295,6000,4000,3000,1000,2000,0
220000,1,1,2,31,-2,-2,-2,-2,-2,-2,2828,2828,2828,2828,2828,2828,2828,3013,2828,0
50000,2,2,1,42,0,0,0,0,0,0,49401,47828,48416,2100,2000,702,718,730,632,0
80000,2,2,2,24,0,0,0,0,0,0,78749,77025,66725,4000,2784,1882,1000,457,20000,0
120000,2,1,2,26,0,0,0,0,0,0,11513,12227,13321,1206,1300,2000,2000,2000,2000,0
180000,2,2,1,41,-2,-2,-2,-2,-2,-2,21450,0,6980,0,6980,10628,9920,6205,6381,0
90000,1,1,2,27,-1,-1,-1,-1,-1,-1,1040,3953,6986,3963,6986,868,350,874,548,0
200000,2,1,1,27,2,2,2,0,0,0,191406,201756,197185,15100,3028,5169,5400,5306,5232,1
120000,2,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
140000,1,2,2,28,0,0,2,2,2,2,137706,118294,115038,12300,0,8200,0,10000,0,0
80000,2,2,2,23,0,0,0,0,0,0,50884,48709,19010,2427,1214,600,656,282,0,0
40000,1,1,1,34,-1,-1,-1,-1,-1,-1,7018,7402,8374,7419,8382,7505,7515,9120,6180,0
60000,1,1,2,30,1,-1,-1,0,0,0,0,345,11736,345,13737,0,4000,6000,0,0
20000,2,1,2,25,0,0,0,-1,-1,-2,17693,13037,600,1081,600,1040,800,0,0,0
50000,1,3,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
120000,2,3,1,47,0,0,0,0,0,0,16224,16085,17677,2001,2317,1002,3009,1000,1000,0
30000,2,2,2,31,0,0,0,0,0,0,28716,26570,26829,2000,1600,1000,1000,1000,0,0
150000,1,1,2,30,2,2,2,2,2,2,17352,21338,20304,5000,0,2000,0,3000,0,1
30000,2,2,2,22,-1,0,-1,-1,-1,-1,13271,9277,2655,2015,2655,2800,4503,780,11500,0
200000,2,3,1,54,6,5,4,3,2,2,110185,107665,104686,0,0,0,0,0,0,1
50000,1,1,2,22,0,0,0,0,0,0,13444,14819,15967,1600,1700,1200,1000,1000,1000,0
80000,2,2,1,35,0,0,0,0,0,-1,2227,3432,4416,1250,1200,1000,0,316,31002,0
120000,2,2,1,28,0,0,0,0,0,0,96833,78920,74310,3000,5000,3000,3000,4000,1500,0
230000,2,2,1,46,-1,-1,-1,-1,-1,-1,4328,1518,1958,1518,1972,368,1613,1371,752,0
200000,2,1,1,42,0,0,0,0,0,0,23242,24575,25284,1711,1420,1074,1107,1000,1000,0
110000,2,2,1,28,1,2,0,0,0,0,106932,103381,75794,27,4000,3000,3000,10000,3000,0
230000,2,1,2,32,1,2,2,2,0,0,205498,210424,212979,10000,7598,0,8000,17000,0,1
180000,2,1,2,26,-1,-1,-1,-1,-1,-1,873,7233,2701,7233,2701,1900,45517,9451,5795,0
220000,1,2,2,35,1,-2,-1,0,0,-1,0,0,81677,0,220230,7308,0,2912,0,0
200000,1,2,1,38,0,0,0,0,0,0,8565,86497,138640,85000,60000,3500,2000,2000,2000,0
400000,2,1,2,32,1,2,2,2,2,2,29864,29104,31379,0,3000,0,1000,0,10025,1
130000,1,2,2,28,0,0,0,0,0,0,119513,121776,122440,6000,4500,5100,5365,2846,2600,0
20000,2,2,1,23,0,0,0,0,0,0,18774,18608,18312,1700,1577,2000,808,2000,2000,0
250000,2,1,2,50,1,-2,-1,-1,-1,-1,0,0,138,0,138,946,377,0,0,0
350000,1,1,2,31,0,-1,-1,-2,-2,-2,51900,1000,0,1000,0,0,0,0,0,0
80000,2,1,1,44,0,0,0,0,0,0,68677,68947,67025,3152,2873,2380,2401,2492,2073,0
180000,2,3,3,40,0,0,0,0,0,0,30712,27597,25427,1774,3000,892,1000,620,440,0
180000,2,2,2,34,0,0,0,0,0,0,115700,119834,121342,6000,5000,5000,5000,6000,5000,0
500000,2,1,2,41,-1,-1,-1,-1,-1,-1,2345,3595,1537,3595,1537,363,0,785,0,0
180000,1,1,2,31,-2,-2,-2,-2,-2,-2,2930,3300,2860,3300,2860,4216,2609,9700,6525,0
70000,2,1,2,25,-1,-1,0,0,-1,-1,2781,18180,3463,18180,1500,3000,4244,10032,7329,0
180000,1,2,2,30,0,0,0,2,0,0,40735,36337,36882,1581,4626,0,1500,1419,1400,0
50000,1,3,2,34,0,0,0,2,0,0,9110,10454,12274,1500,2000,0,3000,4000,0,0
130000,1,3,1,54,3,3,2,0,0,0,131139,132596,127906,6000,0,3029,4000,5000,3300,1
510000,2,1,2,35,-1,-1,-1,-1,0,0,198,3125,200,3125,200,22397,18000,1000,1602,0
50000,1,2,2,24,0,0,0,2,0,0,15519,19520,21103,5000,2300,0,1000,2000,1000,0
30000,2,2,1,31,-1,2,2,3,2,2,699,309,-471,0,0,1950,0,390,0,0
180000,1,2,2,26,3,2,2,0,0,2,129728,132185,126527,6006,5,5008,10006,10,5004,1
150000,1,1,2,26,0,0,2,2,2,2,131490,145714,147332,16441,5500,5800,5400,5000,0,0
150000,2,2,1,25,0,0,0,0,0,0,147476,140352,110722,6640,4100,4000,2675,2500,1500,0
140000,2,1,2,27,0,0,0,0,0,0,126785,129752,132554,6500,6500,5000,5000,5568,3600,0
130000,2,2,2,25,1,2,2,2,0,0,4393,4178,10018,0,6000,0,173,326,80,0
400000,2,1,1,31,-1,-1,-1,-1,-1,-1,5581,2833,1162,2833,1162,325,325,325,325,0
70000,1,2,2,29,0,0,0,0,0,0,34449,35009,21307,1600,1300,500,1000,1000,1500,0
220000,1,1,2,31,-2,-2,-2,-2,-2,-2,332,332,328,333,329,1029,1897,1137,1499,0
50000,2,2,2,25,-1,2,0,0,0,0,6806,6552,7561,0,1125,276,348,40000,1151,0
290000,1,1,2,43,0,0,0,0,0,0,197175,210932,217394,17000,10000,10000,10000,10000,5000,0
360000,2,2,1,46,-1,-1,-1,-1,-1,-1,6402,13301,3762,13389,3785,7527,6418,9187,15762,0
60000,2,2,2,34,0,0,0,0,0,0,59291,60720,59503,3000,2267,1000,1100,1300,1025,0
30000,1,2,2,31,2,0,0,0,0,-1,23559,23381,540,1000,500,0,600,200,5183,1
20000,2,2,1,37,4,3,2,0,0,0,20460,19860,19100,0,0,0,0,0,4500,1
400000,1,1,2,37,-1,-1,-1,-1,-1,-1,1783,1251,629,1251,629,0,303,219,1640,0
130000,2,1,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
230000,2,2,1,36,-2,-2,-2,-2,-2,-1,198,29430,22925,29439,22993,6167,6519,12086,5948,0
250000,2,2,1,40,1,2,2,-2,-2,-1,7067,998,0,4,0,0,0,1604,0,0
380000,1,1,2,33,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0
130000,1,2,2,28,-1,-1,-1,-1,-2,-2,381,550,547,551,548,226,105,89,0,0
310000,1,2,1,43,-1,-1,-1,-1,-1,-1,4943,2691,2060,2691,2060,2018,2505,816,3052,0
220000,2,2,1,45,1,-1,0,-1,0,-1,0,6010,7069,6010,1229,43957,614,13264,700,0
340000,2,1,2,27,0,0,0,-1,-1,-1,30452,36919,24268,6919,4322,3210,3240,11095,3345,0
80000,1,2,1,29,0,0,2,0,0,0,37822,40900,39944,3700,0,1462,2000,1536,2001,0
20000,2,2,1,42,0,0,0,0,0,0,19185,18621,19605,1323,1307,691,705,995,722,0
80000,2,2,2,38,2,0,0,2,0,0,18733,20081,17245,2000,2500,0,2000,2000,3000,1
150000,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
60000,2,1,2,30,0,0,0,0,0,0,24396,25463,27036,1463,2036,937,1911,951,2056,0
200000,1,2,2,30,-2,-2,-2,-2,-2,-2,48492,49934,24753,20294,24891,125171,17816,26269,4349,0
50000,1,3,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
150000,1,1,1,37,0,0,0,-1,0,0,49112,48450,19790,1510,1850,101123,1650,1700,0,0
220000,2,2,2,54,-1,0,0,-1,-1,-1,2742,3131,2664,1500,1500,891,1927,4250,3000,0
330000,2,2,2,27,0,0,0,0,0,0,237515,230471,233421,11012,11012,6548,6497,6037,5141,0
80000,2,3,2,39,-1,-1,-1,-1,-1,-1,4762,6712,1814,6734,1817,4817,1381,6137,6251,0
120000,2,3,2,47,1,2,2,2,2,2,121400,123055,118030,7352,0,8990,0,9000,0,0
60000,1,1,2,28,0,0,0,0,2,0,18996,20806,22447,2120,2000,2269,0,1200,2269,0
100000,1,2,2,34,2,2,2,2,2,2,54126,57919,57778,5300,1400,3000,0,4800,2500,1
500000,2,1,1,48,-1,0,0,0,0,0,273430,268256,262467,9704,10851,9005,9074,8501,8985,0
30000,1,2,3,45,0,-1,-1,0,0,-2,3390,390,780,390,780,0,0,0,0,0
90000,1,3,3,34,-2,-2,-2,-2,-2,-2,33957,4976,176,4990,176,21665,8213,9279,16445,0
210000,1,2,1,36,-1,-1,-1,-1,-2,-2,1060,777,7971,779,7994,0,0,0,1704,0
10000,1,2,2,42,1,2,0,0,0,0,9980,9178,7912,1000,1517,194,6700,1000,1500,1
230000,2,1,1,35,-1,-1,-1,-1,-1,-1,1246,3284,4283,3312,4309,3549,3297,426,1390,0
160000,2,2,2,28,-1,-1,-1,-1,-1,2,1426,326,1976,326,1976,810,2165,0,28377,0
180000,1,2,2,27,-1,-1,-1,-1,-1,-1,11599,644,644,644,644,29944,644,264,1024,0
70000,2,2,2,24,0,0,-2,-1,-1,-1,16366,15500,9660,1000,9660,6208,702,4320,1650,0
200000,2,1,1,29,0,0,0,0,0,2,21326,30928,124497,10000,95000,4552,15002,8000,0,0
140000,1,2,2,45,0,0,0,0,0,0,36856,27919,24865,1500,1273,607,41774,1712,1563,0
130000,2,2,2,23,-2,-2,-2,-2,-2,-2,136,0,0,0,0,0,0,0,0,0
110000,1,1,2,29,1,-2,-2,-1,0,-1,0,0,0,0,0,9150,0,3930,0,0
70000,1,2,1,35,0,0,0,0,0,0,32507,29775,31273,3000,2000,3000,1600,1500,1600,0
220000,1,1,2,32,0,0,0,0,0,0,207384,213290,219202,9252,11000,8769,6678,6053,6235,0
50000,2,2,1,49,-1,-1,0,0,-1,-1,3126,25362,23683,25368,1237,457,1354,20794,540,0
360000,1,1,2,34,-1,2,0,0,0,-2,9,9,2009,0,2000,0,0,0,399,0
280000,2,2,1,48,-2,-2,-2,-2,-2,-2,9517,36527,14899,36527,14927,18410,13369,8854,17863,0
280000,1,1,2,32,0,0,0,0,0,-1,32068,31915,34433,5000,5000,5000,0,500,4800,0
360000,1,1,2,36,0,0,-1,-1,-1,-1,331365,338400,493,15000,493,0,2030,2112,750,0
30000,2,3,1,35,2,0,0,0,0,0,28852,29777,29478,1700,1700,1500,1500,1500,1500,1
30000,1,2,1,47,-1,-1,0,0,0,0,778,5898,8610,5900,3000,299,3000,608,274,0
620000,1,1,1,39,0,0,0,0,0,0,346927,90849,90493,5200,5400,3173,3200,3500,3164,0
100000,2,3,1,28,2,0,0,2,2,2,29770,30485,32434,1825,3100,1300,1500,1771,0,1
20000,1,2,2,30,1,2,0,0,0,-2,18231,34558,17363,0,1200,406,0,0,0,0
240000,2,1,2,39,0,0,0,0,0,0,123704,125133,128856,4905,5800,4900,4900,5000,4515,0
50000,1,1,2,25,0,0,0,0,0,0,45079,45741,47561,1773,3528,2002,2005,1398,908,0
60000,2,2,2,41,0,0,0,0,0,0,60672,58929,60335,2741,3000,2300,2600,2200,2665,0
100000,1,2,2,31,0,0,0,0,0,0,21345,26288,23386,6363,4386,5362,4344,20000,4382,0
230000,2,2,1,32,-1,0,0,0,0,-2,1560,1766,2720,1046,1000,1000,0,0,44752,0
30000,2,2,2,42,3,2,2,0,-1,-1,2231,3048,2845,1000,12,0,12037,1100,0,1
420000,1,2,1,34,0,0,0,0,0,0,226007,226465,205276,10000,9600,6700,7000,7042,7112,0
260000,2,2,1,40,0,0,0,0,0,0,138602,135999,133752,4870,6307,5007,5015,4773,4770,0
340000,2,1,2,29,0,0,0,0,0,0,182441,181085,179607,6550,6500,5830,6053,5200,5076,0
20000,2,1,2,22,1,2,2,0,0,2,11087,11712,11164,1100,0,289,594,0,50,1
420000,1,1,2,42,0,0,0,0,0,0,155814,155282,116385,5397,5678,3577,3023,3026,3012,0
50000,2,1,2,29,-1,-1,-1,-1,-1,-1,2000,5743,1134,5934,1134,3067,5496,1194,6499,0
50000,2,1,2,25,0,0,0,0,0,0,42056,46024,45452,5000,2000,1500,2000,4000,1364,0
300000,1,1,1,42,1,2,2,2,2,2,32643,33427,32591,1600,0,2900,1300,1600,0,0
30000,2,2,1,34,-1,-1,2,0,0,0,411,995,579,1000,0,1420,400,400,0,0
170000,2,2,2,26,0,0,0,0,0,0,30005,30621,30308,1842,1708,1163,1199,1173,952,0
20000,2,2,1,23,0,0,-1,-1,-1,0,14313,4256,200,1000,200,0,18844,241,0,0
80000,1,1,2,29,-1,-1,-1,-2,-2,-2,1567,20175,0,20175,0,0,0,0,900,0
50000,1,2,1,25,0,0,2,2,2,2,21397,24233,23551,3500,0,2000,2000,2400,0,0
20000,1,1,2,31,-1,-1,-1,-1,-1,-1,1261,390,390,390,390,390,0,780,0,0
160000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
110000,2,1,2,36,0,0,0,0,0,0,141670,138542,120439,6278,5485,3396,2844,3005,2510,0
110000,2,2,2,25,2,0,0,0,0,0,109924,111805,108207,6000,4380,3000,5000,10000,3000,1
50000,1,2,2,39,0,0,0,0,0,0,23540,16980,16908,2010,1500,1000,1000,900,1000,0
60000,1,3,1,39,0,0,0,0,0,0,36343,27996,25656,5140,3008,3000,6000,2000,3000,0
130000,2,2,2,26,0,0,0,0,0,-2,110922,113974,126194,5000,15066,5007,0,3000,825,0
230000,2,2,2,35,-1,-1,0,0,0,0,2873,29488,65868,29525,50014,8242,7032,5030,8007,0
80000,2,1,2,23,0,0,0,0,0,0,24215,30798,30350,10000,2000,2500,2000,3000,1000,0
20000,2,1,2,27,3,2,2,0,0,2,16732,17866,17276,1700,0,800,1361,0,800,1
360000,2,2,1,35,0,-1,-1,-1,-1,-1,106010,24892,10772,24976,10786,21916,21904,9261,22127,0
150000,2,1,2,30,-2,-2,-2,-2,-2,-2,12516,5568,6106,5568,6106,4357,0,0,0,0
120000,2,1,2,32,0,0,0,0,0,0,18955,18973,18204,1315,1169,2472,453,500,8494,0
210000,2,1,2,27,0,0,0,0,0,-1,99050,17924,19123,1301,1500,2000,0,1136,67412,0
100000,2,1,2,29,-1,-1,-1,0,0,0,170,3224,78671,3224,78671,3000,2500,3000,3000,0
20000,1,1,2,23,0,0,0,0,0,0,18311,19598,20154,2000,1307,701,717,834,674,0
210000,1,1,2,41,0,-1,-1,-2,-2,-2,62261,6615,0,6615,0,0,0,0,0,0
130000,1,1,2,30,0,0,2,0,0,2,127253,135822,127930,12207,0,5000,10100,4500,0,0
70000,1,2,1,24,0,0,0,0,0,0,49169,48960,49864,1840,1744,2001,2000,1800,1706,0
20000,2,2,2,22,0,0,0,0,0,2,16072,17205,17903,1700,1300,700,1643,0,1000,0
20000,2,2,1,29,0,0,0,0,0,-2,8624,9972,9799,1500,1000,200,0,0,0,0
50000,2,3,2,50,0,0,2,0,0,0,47405,50138,25768,4130,0,1100,1200,1000,1100,0
280000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
20000,2,2,1,48,0,0,2,2,2,2,11492,15791,15806,4500,550,0,1445,0,400,0
250000,2,1,1,37,0,0,0,0,0,0,13504,13486,14261,1267,1310,232,238,279,122,0
50000,2,2,1,29,2,2,2,2,0,0,46191,44808,38605,3800,1500,0,628,10362,786,1
210000,2,2,1,34,0,0,0,0,0,0,140272,115922,105875,6018,6029,3000,3500,3000,3000,0
150000,2,3,1,24,-2,-2,-2,-2,-2,-2,6479,1670,4330,1670,4330,8040,1505,974,0,0
290000,1,1,1,38,2,2,0,0,0,0,324016,294976,297386,0,12139,80000,10000,8443,10000,1
50000,1,2,1,39,0,0,0,0,0,0,11665,12405,13355,1232,1182,449,565,504,233,0
70000,1,1,1,42,0,0,0,0,0,0,71255,71338,71267,2800,2800,2900,2800,2800,2990,0
120000,2,1,2,27,-1,-1,-1,-1,-1,-1,1026,1026,1026,1026,1026,1026,1026,1026,1026,0
160000,2,3,1,39,0,0,0,0,0,0,40892,42416,43367,2500,3000,2000,1856,6000,2000,0
60000,2,2,1,40,0,0,0,-1,-1,-1,25158,18473,7506,5000,1508,4790,6388,6046,17806,0
100000,1,1,3,48,-1,-1,-1,0,0,-1,525,1022,897,1100,1000,0,0,2800,5400,0
500000,2,1,1,38,0,0,0,0,0,0,105587,105478,100026,3627,3059,2670,2331,2406,1645,0
450000,1,4,1,35,0,0,0,0,-1,-1,254679,179510,212496,10000,205004,52000,74896,500,110124,0
430000,2,2,1,42,2,2,2,2,2,2,289358,296219,300873,13000,11000,0,19000,15000,0,1
150000,2,1,1,35,0,0,0,0,0,0,38484,43489,48194,8000,5175,3000,10000,0,0,0
200000,2,1,2,26,-1,0,-1,0,-1,-1,980,2980,3438,2000,3438,50,38,0,0,0
180000,1,1,1,35,-1,-1,-1,-1,-1,-1,574,396,395,396,395,848,1027,381,5819,0
120000,1,1,2,27,0,0,0,0,0,0,60109,44206,38083,2415,1816,1381,1264,1228,1217,0
30000,2,3,2,25,0,0,0,0,0,0,25366,27626,22034,5000,1000,326,292,0,0,0
200000,2,1,2,25,0,0,0,0,0,0,190123,194059,194464,8487,5105,3000,2828,4073,1794,0
10000,2,2,2,22,2,0,0,0,0,0,7582,8502,9479,1200,1136,326,444,199,0,0
300000,1,2,2,33,0,0,0,0,0,0,306623,296304,295855,12000,11504,8500,8000,8000,11000,0
200000,1,3,1,34,0,0,0,0,-1,2,73494,82253,179964,10000,100000,0,5690,0,4421,0
50000,1,1,2,31,0,0,0,0,0,0,50758,49517,49528,2501,2005,1312,1614,1706,0,0
50000,1,1,2,30,0,0,2,2,2,2,44572,48361,47192,4500,0,4000,0,5000,0,0
80000,2,2,1,42,0,0,-1,-1,0,0,43024,9821,600,5098,600,53900,1100,10000,0,0
180000,1,2,1,44,-1,-1,-1,-1,-1,-1,1110,1110,1110,1110,1110,1110,1110,1110,1110,0
100000,2,1,2,30,1,2,0,0,0,0,105033,102513,100693,0,3509,3047,3500,3000,2500,0
110000,2,1,1,46,-1,-1,-1,-1,-1,-1,734,9455,1277,9483,1338,2176,16070,1760,927,0
160000,1,2,1,32,0,0,0,0,0,0,93174,95274,97291,4500,4500,4000,4000,4000,4000,0
130000,2,2,2,29,1,3,2,2,2,2,129094,125616,126531,0,4500,4500,900,7200,4980,0
340000,2,3,2,37,0,0,0,0,0,0,289995,269901,267494,10015,10019,10025,10052,10011,9014,0
50000,2,2,3,47,2,2,2,2,2,0,37277,38383,38954,2000,1500,1600,0,1500,3000,1
100000,2,1,2,25,2,2,-2,-2,-2,-2,100000,0,0,0,0,0,0,0,150400,0
110000,1,1,2,26,0,0,0,0,0,0,110925,110909,111851,5607,4400,2683,5466,5000,2000,0
290000,2,2,2,29,0,0,0,0,0,0,264929,261675,263204,12324,10508,8530,8777,7421,8002,0
40000,1,2,2,26,1,2,2,2,2,2,11318,10845,12655,0,2000,0,9000,0,1850,1
20000,2,3,2,28,1,3,6,5,4,3,19109,23788,23154,5000,0,0,0,0,0,1
260000,1,2,2,44,0,0,0,0,0,0,99176,63497,51524,2259,2000,2000,2000,3000,1681,0
210000,2,3,2,35,-2,-2,-2,-2,-2,-2,1983,-17,9000,0,9017,7905,1434,1008,660,0
370000,1,1,2,36,0,0,0,0,0,0,297678,306455,307734,12033,12015,7035,15037,7066,8000,0
150000,2,3,1,45,1,-1,0,0,0,0,-141,10987,12733,11254,2000,1225,1244,1447,7000,0
80000,2,2,1,45,0,0,0,0,0,0,79552,81392,80966,3130,3107,2847,3134,3072,3010,0
230000,1,1,1,41,-2,-2,-2,-2,-2,-2,1552,792,19272,792,19272,1172,1172,2246,1172,0
220000,2,1,1,32,1,2,2,2,2,2,202792,198157,211340,0,16501,3200,13000,7500,0,1
70000,2,2,2,30,0,0,0,0,0,0,19758,8960,9949,1162,1151,500,513,424,195,0
150000,2,2,2,42,-1,-1,-1,-2,-1,-1,2800,67568,0,67568,0,0,6674,0,0,0
